order_id,customer_id,order_datetime,billing_zip,shipping_zip,shipping_state,payment_method,device_type,ip_country,promo_used,promo_code,order_subtotal,shipping_fee,tax_amount,order_total,risk_score,is_fraud
18,1,2025-08-12 00:21:23,28289,28289,CO,bank,mobile,US,false,,1043.0,9.09,62.0,1114.09,86.7,true
19,1,2025-08-06 04:50:43,28289,28289,CO,paypal,tablet,US,true,WELCOME,102.65,7.34,5.89,115.88,6.2,false
20,1,2025-07-23 09:27:07,28289,28289,CO,card,desktop,US,false,,431.83,8.74,23.1,463.67,25.3,false
21,1,2025-09-11 15:32:42,28289,28289,CO,card,mobile,US,false,,1105.66,7.69,102.64,1215.99,95.2,false
22,1,2025-07-28 05:52:44,28289,28289,CO,paypal,desktop,US,false,,8.68,12.99,0.5,22.17,2.7,false
23,1,2025-10-10 06:57:54,28289,28289,CO,card,desktop,US,false,,287.76,13.34,27.01,328.11,14.7,false
24,1,2025-12-11 17:45:45,28289,28289,CO,card,tablet,US,false,,445.0,8.04,28.51,481.55,14.3,false
25,1,2025-08-10 18:06:38,28289,28289,CO,card,mobile,CA,false,,391.3,12.99,21.97,426.26,55.8,false
26,1,2025-11-06 08:43:53,28289,28289,CO,paypal,mobile,US,false,,279.22,8.74,21.62,309.58,7.9,false
27,1,2026-01-01 04:38:04,28289,28289,CO,card,desktop,US,false,,274.23,15.09,24.3,313.62,5.6,false
28,1,2025-08-20 22:04:46,28289,28289,CO,bank,tablet,US,false,,196.02,7.69,16.17,219.88,5.2,false
29,1,2025-07-26 03:33:44,28289,28289,CO,bank,mobile,CA,true,WELCOME,228.5,12.99,16.94,258.43,26.7,false
30,1,2025-07-10 19:42:19,28289,28289,CO,bank,mobile,US,true,STUDENT,1030.78,10.14,74.22,1115.14,90.7,false
31,1,2025-10-15 03:27:29,28289,28289,CO,paypal,desktop,US,false,,42.64,6.99,3.6,53.23,3.1,false
32,1,2025-10-10 22:29:21,28289,28289,CO,card,desktop,US,true,VIP20,528.86,25.69,32.33,586.88,48.4,false
33,1,2025-11-22 20:12:00,28289,28289,CO,card,mobile,US,false,,38.02,24.99,3.49,66.5,2.3,false
34,1,2025-11-22 15:36:16,28289,28289,CO,card,mobile,US,false,,30.14,6.99,2.79,39.92,2.0,false
35,1,2025-07-17 15:11:05,28289,96563,IL,card,mobile,CA,true,FREESHIP,202.66,0.0,17.99,220.65,64.6,false
36,1,2025-08-24 22:57:48,28289,28289,CO,card,mobile,US,true,VIP20,47.27,12.99,3.76,64.02,8.5,false
37,1,2025-10-23 19:52:14,28289,28289,CO,card,mobile,US,false,,89.91,6.99,8.04,104.94,4.0,false
38,1,2026-01-02 13:29:33,28289,28289,CO,card,mobile,GB,false,,287.47,7.34,21.7,316.51,18.0,false
39,1,2025-10-13 19:36:56,28289,28289,CO,bank,tablet,US,false,,422.24,7.69,21.28,451.21,17.6,false
40,1,2025-09-05 05:46:57,28289,28289,CO,card,mobile,US,true,SAVE10,674.91,7.34,41.31,723.56,71.5,false
41,1,2025-11-09 13:08:37,28289,28289,CO,card,mobile,US,false,,542.27,7.69,27.37,577.33,35.1,false
42,1,2025-11-27 00:11:53,28289,28289,CO,card,desktop,US,false,,649.35,14.39,45.15,708.89,41.2,false
43,1,2025-08-14 14:55:15,28289,28289,CO,card,desktop,GB,true,WELCOME,16.1,6.99,1.09,24.18,20.1,false
44,1,2025-07-29 03:45:04,28289,28289,CO,card,desktop,US,true,STUDENT,56.2,12.99,4.44,73.63,10.6,false
45,1,2025-11-08 12:27:03,28289,28289,CO,paypal,mobile,US,false,,235.21,14.04,15.01,264.26,7.7,false
46,1,2025-12-16 21:03:23,28289,81387,WA,card,desktop,US,true,FREESHIP,22.73,0.0,1.81,24.54,10.2,false
47,1,2025-10-13 04:40:40,28289,28289,CO,card,mobile,GB,false,,360.54,8.39,28.85,397.78,52.2,false
48,1,2025-08-30 05:29:09,28289,28289,CO,paypal,mobile,US,false,,220.67,6.99,18.95,246.61,10.3,false
49,1,2025-11-27 19:19:52,28289,28289,CO,card,tablet,US,false,,431.97,8.04,37.19,477.2,18.0,false
50,1,2025-10-21 19:33:33,28289,28289,CO,card,desktop,US,false,,375.04,24.99,19.04,419.07,15.4,false
51,1,2026-01-02 15:52:55,28289,28289,CO,bank,desktop,US,false,,782.61,7.34,43.98,833.93,34.7,false
52,1,2025-07-20 04:40:27,28289,28289,CO,paypal,mobile,US,false,,15.74,6.99,0.84,23.57,3.6,false
53,1,2025-10-08 21:53:24,28289,28289,CO,paypal,desktop,US,false,,220.54,7.34,17.02,244.9,7.8,false
54,1,2025-10-25 07:10:53,28289,28289,CO,card,desktop,US,true,FREESHIP,965.44,0.0,57.78,1023.22,84.8,true
55,1,2025-12-15 06:04:03,28289,28289,CO,card,desktop,US,false,,13.88,6.99,0.76,21.63,1.6,false
56,1,2025-07-30 08:47:18,28289,88264,CA,paypal,mobile,US,false,,31.59,24.99,2.38,58.96,19.7,false
57,1,2025-07-27 19:01:19,28289,28289,CO,card,mobile,US,false,,213.59,6.99,17.16,237.74,19.6,false
58,1,2025-10-31 17:03:50,28289,28289,CO,card,desktop,US,true,STUDENT,148.5,6.99,13.34,168.83,7.2,false
59,1,2025-10-15 02:20:45,28289,28289,CO,paypal,desktop,CA,false,,135.14,7.34,12.17,154.65,28.4,false
60,1,2025-10-27 18:34:38,28289,28289,CO,card,desktop,US,false,,679.14,8.04,55.68,742.86,55.3,false
61,1,2025-11-12 23:12:30,28289,28289,CO,bank,tablet,US,false,,332.05,13.69,30.83,376.57,6.8,false
62,1,2025-11-07 04:53:50,28289,28289,CO,card,desktop,US,false,,42.08,12.99,2.53,57.6,3.9,false
63,1,2025-11-11 10:49:20,28289,28289,CO,paypal,mobile,US,true,STUDENT,662.46,8.74,41.42,712.62,63.7,true
64,1,2025-11-03 09:51:05,28289,28289,CO,card,desktop,US,false,,479.43,8.04,29.79,517.26,22.9,false
65,1,2025-07-25 13:25:11,28289,28289,CO,paypal,desktop,US,false,,916.08,8.39,53.99,978.46,84.5,false
66,1,2025-09-16 13:36:50,28289,28289,CO,card,desktop,US,false,,290.37,7.34,27.41,325.12,14.5,false
67,1,2025-07-12 10:44:34,28289,28289,CO,card,mobile,US,true,STUDENT,1544.14,9.09,121.6,1674.83,99.7,false
68,1,2025-11-03 09:13:36,28289,28289,CO,card,tablet,IN,false,,27.76,6.99,2.51,37.26,6.8,false
69,1,2025-09-28 02:15:28,28289,28289,CO,card,mobile,US,false,,29.6,6.99,2.22,38.81,6.3,false
70,1,2025-11-23 00:36:59,28289,28289,CO,bank,desktop,BR,false,,210.0,6.99,14.39,231.38,8.8,false
71,1,2025-11-09 17:04:08,28289,28289,CO,card,mobile,US,false,,242.53,12.99,22.5,278.02,21.3,false
72,1,2025-07-11 04:04:12,28289,28289,CO,paypal,mobile,US,false,,603.18,7.69,51.62,662.49,47.8,false
73,1,2025-09-12 18:15:36,28289,28289,CO,card,mobile,US,false,,945.14,9.09,65.86,1020.09,92.4,true
74,1,2025-12-19 06:54:18,28289,28289,CO,bank,mobile,US,false,,767.0,8.74,60.15,835.89,61.8,false
75,1,2025-08-16 07:56:09,28289,28289,CO,card,desktop,US,false,,246.85,6.99,12.6,266.44,17.3,false
76,1,2025-09-02 13:00:03,28289,28289,CO,card,mobile,US,false,,399.12,6.99,37.18,443.29,33.5,true
77,1,2025-11-09 17:11:35,28289,28289,CO,paypal,mobile,US,true,VIP20,463.61,8.74,35.83,508.18,48.5,false
78,1,2025-07-15 10:05:47,28289,28289,CO,card,desktop,CA,false,,494.87,8.04,33.65,536.56,68.6,false
79,1,2025-09-23 23:19:45,28289,28289,CO,paypal,desktop,US,true,STUDENT,443.8,7.69,29.24,480.73,40.2,false
80,1,2025-10-31 15:38:12,28289,28289,CO,card,desktop,GB,false,,314.86,7.69,17.8,340.35,31.0,false
81,1,2025-08-20 04:52:46,28289,28289,CO,paypal,desktop,US,false,,1035.99,9.79,83.6,1129.38,92.0,false
82,1,2025-08-31 23:29:47,28289,28289,CO,card,mobile,US,false,,531.78,15.09,27.53,574.4,49.3,false
83,1,2025-11-27 03:14:03,28289,28289,CO,card,mobile,US,false,,834.42,9.09,55.76,899.27,80.2,false
84,1,2025-12-23 22:59:25,28289,28289,CO,card,mobile,US,false,,571.07,8.04,52.89,632.0,39.2,true
85,1,2025-08-31 02:30:32,28289,28289,CO,bank,desktop,US,false,,421.71,8.04,29.56,459.31,18.2,false
86,1,2025-12-06 17:24:34,28289,28289,CO,card,mobile,US,true,VIP20,295.33,7.34,27.68,330.35,17.5,false
87,1,2025-08-15 04:23:11,28289,28289,CO,card,desktop,US,false,,132.93,13.34,7.96,154.23,16.4,false
88,1,2025-07-23 00:30:36,28289,28289,CO,card,mobile,US,false,,271.29,13.34,15.85,300.48,25.0,true
89,1,2025-08-01 16:04:04,28289,28289,CO,card,mobile,US,false,,634.72,8.39,48.7,691.81,79.6,false
90,1,2025-08-21 07:56:37,28289,28289,CO,bank,desktop,US,false,,374.64,13.69,33.56,421.89,29.1,false
91,1,2025-11-10 08:47:35,28289,28289,CO,card,desktop,US,false,,152.52,26.39,12.2,191.11,11.5,false
92,1,2025-11-02 00:53:32,28289,28289,CO,card,mobile,US,false,,31.12,24.99,2.73,58.84,5.2,false
93,1,2025-07-29 02:37:35,28289,28289,CO,paypal,mobile,US,false,,316.85,7.34,28.55,352.74,34.6,false
94,1,2025-11-28 02:21:29,28289,28289,CO,card,mobile,US,false,,72.1,7.69,3.89,83.68,6.4,false
95,1,2025-12-27 00:24:54,28289,28289,CO,card,desktop,NG,false,,259.93,6.99,24.05,290.97,19.1,false
96,1,2025-10-01 20:41:45,28289,28289,CO,card,desktop,US,true,SAVE10,612.84,7.69,32.42,652.95,61.4,false
97,1,2025-07-20 00:31:35,28289,28289,CO,card,mobile,US,true,FREESHIP,1022.55,0.0,57.69,1080.24,96.1,false
98,1,2025-08-26 23:47:11,28289,28289,CO,paypal,mobile,IN,true,WELCOME,82.11,7.69,6.63,96.43,26.5,false
99,1,2025-09-06 22:00:45,28289,28289,CO,card,desktop,US,false,,881.19,8.39,62.56,952.14,91.4,false
100,1,2025-12-03 11:10:27,28289,28289,CO,bank,desktop,US,false,,674.08,9.09,59.16,742.33,42.8,true
101,1,2025-09-12 10:46:23,28289,28289,CO,paypal,desktop,US,false,,11.97,6.99,0.98,19.94,4.3,false
102,1,2025-09-06 02:53:13,28289,28289,CO,paypal,tablet,US,false,,132.61,6.99,7.21,146.81,12.3,false
103,1,2025-09-23 13:29:11,28289,25966,WA,card,tablet,US,false,,853.3,8.39,49.22,910.91,92.8,false
104,1,2025-09-19 00:33:12,28289,28289,CO,card,desktop,US,false,,334.22,7.69,26.6,368.51,25.8,false
105,1,2025-10-08 13:13:58,28289,28289,CO,card,mobile,US,false,,287.42,8.39,25.48,321.29,18.3,false
106,1,2025-09-20 19:21:03,28289,28289,CO,card,mobile,US,false,,893.22,14.74,51.06,959.02,86.9,true
107,1,2025-09-10 12:59:23,28289,28289,CO,crypto,desktop,US,true,FREESHIP,715.61,0.0,55.31,770.92,96.9,false
108,1,2025-08-16 16:44:22,28289,28289,CO,card,mobile,US,true,VIP20,305.61,7.69,15.74,329.04,48.6,false
109,1,2025-12-24 13:26:54,28289,34288,CO,card,mobile,US,false,,502.85,13.69,38.02,554.56,59.2,true
110,1,2025-09-11 22:49:32,28289,47997,WA,card,mobile,US,true,WELCOME,253.24,12.99,23.28,289.51,72.1,false
111,1,2025-10-30 20:32:40,28289,28289,CO,bank,mobile,US,false,,184.07,7.69,15.48,207.24,5.9,false
112,1,2025-09-14 20:23:05,28289,28289,CO,bank,desktop,US,true,VIP20,500.15,7.69,42.6,550.44,53.8,false
113,1,2025-12-06 21:55:36,28289,28289,CO,card,desktop,US,false,,129.35,6.99,8.66,145.0,6.4,false
114,1,2025-09-16 00:05:01,28289,28289,CO,card,mobile,US,false,,550.82,7.69,28.68,587.19,69.8,false
115,1,2025-07-24 13:39:50,28289,67482,FL,card,mobile,US,false,,282.59,7.34,21.04,310.97,65.8,false
116,1,2025-09-18 22:39:44,28289,28289,CO,card,desktop,US,false,,359.48,26.39,21.7,407.57,41.0,false
117,1,2025-07-16 15:46:59,28289,28289,CO,paypal,desktop,US,true,STUDENT,169.71,6.99,14.8,191.5,13.7,false
118,1,2025-10-03 21:54:35,28289,36965,AZ,card,mobile,US,false,,563.45,15.44,36.82,615.71,79.9,false
119,1,2025-12-13 11:22:08,28289,28289,CO,card,desktop,US,false,,1024.09,9.79,93.04,1126.92,90.3,false
120,1,2025-09-13 05:38:33,28289,28289,CO,card,mobile,US,false,,518.83,8.04,48.49,575.36,68.5,false
121,1,2025-10-30 05:37:16,28289,28289,CO,card,desktop,US,true,FREESHIP,428.36,0.0,33.33,461.69,31.2,true
122,1,2025-07-17 20:09:17,28289,28289,CO,card,tablet,BR,false,,244.96,12.99,18.21,276.16,49.5,true
123,1,2025-10-03 20:56:41,28289,28289,CO,card,mobile,US,false,,679.72,8.04,53.93,741.69,69.2,false
124,1,2026-01-02 18:15:44,28289,28289,CO,card,mobile,US,false,,655.81,9.44,35.07,700.32,47.5,false
125,1,2025-10-22 08:23:52,28289,28289,CO,bank,mobile,US,false,,833.31,8.74,58.76,900.81,66.9,false
126,1,2025-07-25 04:00:37,28289,28289,CO,card,desktop,US,false,,961.07,8.74,74.24,1044.05,94.4,false
127,1,2025-09-29 10:44:06,28289,28289,CO,card,mobile,US,true,FREESHIP,994.08,0.0,51.23,1045.31,97.1,false
128,1,2026-01-01 06:47:11,28289,28289,CO,card,desktop,US,false,,443.85,14.04,29.28,487.17,18.8,false
129,1,2025-09-03 20:49:19,28289,28289,CO,paypal,desktop,US,false,,537.8,8.74,45.6,592.14,56.5,false
130,1,2025-12-20 14:15:27,28289,28289,CO,card,mobile,US,false,,23.94,12.99,1.66,38.59,5.2,false
131,1,2025-09-02 23:50:59,28289,28289,CO,card,mobile,US,true,WELCOME,800.23,14.74,74.58,889.55,94.0,false
132,1,2025-09-02 10:05:08,28289,28289,CO,card,desktop,US,false,,253.65,8.04,13.67,275.36,26.4,false
133,1,2025-12-12 17:52:00,28289,39155,TX,card,mobile,US,false,,625.15,9.44,54.93,689.52,82.5,false
134,1,2025-10-31 13:11:09,28289,28289,CO,bank,desktop,US,true,FREESHIP,758.66,0.0,40.23,798.89,68.9,false
135,1,2025-11-20 06:51:16,28289,28289,CO,card,desktop,US,false,,105.74,7.69,8.28,121.71,2.7,false
136,1,2025-09-29 04:04:39,28289,28289,CO,card,desktop,US,false,,448.82,8.39,38.69,495.9,52.0,false
137,1,2025-08-30 17:14:36,28289,28289,CO,bank,desktop,US,false,,243.75,13.34,15.13,272.22,10.5,false
138,1,2025-10-21 18:37:47,28289,28289,CO,paypal,tablet,US,false,,798.57,8.74,47.49,854.8,61.6,false
139,1,2025-12-23 15:13:35,28289,28289,CO,card,mobile,US,false,,483.55,8.74,24.71,517.0,26.6,false
140,1,2025-11-13 22:26:06,28289,28289,CO,paypal,desktop,US,true,VIP20,855.81,8.39,66.12,930.32,79.4,false
141,1,2025-09-06 08:46:02,28289,28289,CO,card,mobile,US,false,,880.28,14.04,65.14,959.46,93.7,false
142,1,2025-11-25 10:48:21,28289,28289,CO,card,tablet,US,true,WELCOME,451.91,8.74,40.18,500.83,37.9,false
143,1,2025-10-19 07:52:29,28289,28289,CO,card,mobile,US,false,,468.68,13.69,29.09,511.46,34.5,false
144,1,2025-09-10 04:30:04,28289,28289,CO,card,desktop,US,false,,391.3,6.99,32.89,431.18,43.9,false
145,1,2025-12-25 13:57:09,28289,28289,CO,card,mobile,US,false,,874.69,13.69,70.37,958.75,84.5,false
146,1,2025-11-19 17:04:13,28289,28289,CO,card,desktop,US,false,,946.85,9.09,60.88,1016.82,76.6,true
147,1,2025-09-08 05:54:35,28289,28289,CO,card,mobile,US,true,VIP20,282.08,8.04,17.71,307.83,46.0,false
148,1,2025-10-26 15:36:02,28289,28289,CO,paypal,mobile,US,false,,404.4,13.69,26.23,444.32,31.5,false
149,1,2025-08-19 08:04:03,28289,28289,CO,paypal,tablet,US,false,,24.42,6.99,2.29,33.7,7.4,false
150,1,2025-08-25 10:42:38,28289,28289,CO,card,mobile,US,false,,753.36,10.49,54.28,818.13,88.0,false
151,1,2025-11-13 07:35:50,28289,28289,CO,card,mobile,US,false,,666.31,8.04,49.09,723.44,62.6,true
152,1,2025-11-04 12:24:05,28289,28289,CO,paypal,desktop,US,false,,1071.37,14.74,101.65,1187.76,93.3,false
153,1,2025-12-13 11:31:39,28289,28289,CO,card,desktop,US,false,,176.0,7.34,13.85,197.19,8.2,false
154,1,2025-09-12 06:57:32,28289,28289,CO,bank,mobile,US,false,,1456.36,9.09,120.59,1586.04,99.5,true
155,1,2025-11-20 10:16:48,28289,28289,CO,card,desktop,US,true,WELCOME,851.99,9.44,45.91,907.34,82.3,false
156,1,2025-10-07 02:00:36,28289,28289,CO,paypal,mobile,US,false,,572.41,7.34,36.02,615.77,66.3,false
157,1,2025-08-31 15:57:54,28289,28289,CO,card,mobile,US,false,,587.47,8.74,54.48,650.69,76.0,false
158,1,2025-08-18 23:24:02,28289,28289,CO,bank,desktop,US,false,,394.61,8.39,25.47,428.47,29.8,false
159,1,2025-11-22 20:52:05,28289,28289,CO,card,desktop,US,false,,512.92,7.69,26.15,546.76,33.9,false
160,1,2025-08-27 17:42:41,28289,28289,CO,card,mobile,US,true,FREESHIP,1047.5,0.0,97.87,1145.37,98.2,false
161,1,2025-08-03 21:57:46,28289,28289,CO,paypal,mobile,US,false,,238.08,6.99,14.05,259.12,24.9,false
162,1,2025-08-08 14:57:45,28289,28289,CO,bank,mobile,US,false,,699.18,7.69,63.81,770.68,76.0,false
163,1,2025-12-06 20:16:57,28289,28289,CO,card,desktop,US,false,,377.08,9.09,27.36,413.53,20.9,true
164,1,2025-08-15 04:38:02,28289,49575,AZ,card,mobile,US,true,WELCOME,772.66,14.74,54.8,842.2,97.6,true
165,1,2025-12-12 17:26:36,28289,28289,CO,card,mobile,US,false,,37.26,6.99,2.57,46.82,5.4,false
166,1,2025-10-15 04:24:15,28289,28289,CO,card,mobile,US,false,,897.78,7.69,45.17,950.64,93.4,false
167,1,2025-12-14 12:42:50,28289,28289,CO,bank,mobile,US,true,STUDENT,670.58,8.39,41.59,720.56,57.5,false
168,1,2025-09-17 01:30:27,28289,28289,CO,card,mobile,US,false,,32.81,6.99,3.08,42.88,13.2,false
169,1,2025-10-28 04:40:41,28289,28289,CO,card,mobile,US,false,,93.93,12.99,6.12,113.04,10.6,false
170,1,2025-12-19 04:38:48,28289,28289,CO,bank,desktop,US,false,,337.39,14.74,21.07,373.2,10.6,false
171,1,2025-08-31 15:24:21,28289,37149,CA,paypal,desktop,US,false,,575.45,13.69,44.55,633.69,84.1,false
172,1,2025-09-14 06:53:38,28289,28289,CO,card,mobile,US,false,,418.28,6.99,33.35,458.62,54.8,false
173,1,2025-07-25 19:51:52,28289,28289,CO,crypto,mobile,US,false,,382.95,8.39,35.92,427.26,83.7,false
174,1,2025-07-28 12:35:11,28289,28289,CO,card,mobile,US,false,,714.45,8.39,57.08,779.92,85.8,false
175,1,2025-10-21 16:49:50,28289,28289,CO,card,mobile,US,false,,650.11,8.74,35.38,694.23,68.4,false
176,1,2025-08-05 14:25:13,28289,28289,CO,card,mobile,US,false,,185.19,6.99,14.47,206.65,25.6,false
177,1,2025-10-24 21:24:05,28289,28289,CO,card,desktop,US,false,,208.56,8.04,13.18,229.78,13.6,false
178,1,2025-12-11 09:46:06,28289,28289,CO,card,desktop,US,false,,156.42,13.34,12.62,182.38,7.7,false
179,1,2025-07-23 08:33:19,28289,28289,CO,bank,desktop,US,false,,865.91,14.74,57.45,938.1,84.4,false
180,1,2025-12-21 04:15:42,28289,28289,CO,paypal,desktop,US,true,STUDENT,106.42,7.34,9.63,123.39,6.4,false
181,1,2025-11-20 12:30:18,28289,28289,CO,paypal,desktop,US,false,,257.25,6.99,17.06,281.3,9.2,false
182,1,2025-11-17 10:20:02,28289,28289,CO,paypal,desktop,US,false,,558.96,8.04,40.74,607.74,34.0,false
183,1,2025-09-14 12:46:44,28289,28289,CO,card,mobile,US,false,,372.55,8.74,23.81,405.1,48.1,false
184,1,2025-10-14 13:09:31,28289,28289,CO,bank,desktop,US,false,,279.15,26.74,24.59,330.48,20.6,false
185,1,2025-10-27 17:39:04,28289,28289,CO,card,desktop,US,false,,53.25,25.34,3.3,81.89,7.0,false
186,1,2025-10-19 03:55:23,28289,28289,CO,card,mobile,US,false,,506.48,6.99,43.33,556.8,52.1,true
187,1,2025-08-17 00:33:39,28289,28289,CO,card,desktop,US,true,STUDENT,481.06,12.99,28.27,522.32,64.8,false
188,1,2025-10-13 08:20:02,28289,28289,CO,card,mobile,US,false,,379.34,7.34,35.65,422.33,50.3,false
189,1,2025-10-09 01:20:46,28289,28289,CO,card,desktop,US,true,STUDENT,764.61,7.69,48.8,821.1,89.1,false
190,1,2025-10-28 13:43:11,28289,28289,CO,card,mobile,US,true,FREESHIP,1056.29,0.0,93.51,1149.8,96.9,false
191,1,2025-12-17 17:07:32,28289,28289,CO,card,mobile,US,false,,573.88,9.09,34.08,617.05,49.6,false
192,1,2025-10-26 01:24:50,28289,28289,CO,card,mobile,US,false,,24.92,6.99,1.78,33.69,7.4,false
193,1,2025-12-08 09:24:49,28289,28289,CO,paypal,desktop,US,false,,566.94,14.04,30.23,611.21,34.4,false
194,1,2025-10-26 18:58:30,28289,28289,CO,card,desktop,US,false,,598.59,10.14,50.74,659.47,57.4,false
195,1,2025-10-07 04:07:43,28289,28289,CO,card,tablet,US,false,,214.03,6.99,14.52,235.54,22.8,false
196,1,2025-10-27 13:02:55,28289,28289,CO,card,mobile,US,false,,442.35,7.69,25.27,475.31,42.0,false
197,1,2025-11-05 03:34:49,28289,28289,CO,card,mobile,US,false,,395.98,13.69,32.98,442.65,38.1,false
198,1,2025-07-13 08:34:33,28289,52255,AZ,card,desktop,US,false,,880.69,9.44,49.91,940.04,95.3,false
199,1,2025-12-08 01:11:22,28289,28289,CO,card,mobile,US,false,,97.48,7.69,8.91,114.08,7.4,false
200,1,2025-07-14 15:06:42,28289,28289,CO,paypal,desktop,US,false,,174.91,8.39,12.81,196.11,9.8,false
201,1,2025-12-02 06:24:06,28289,28289,CO,card,mobile,US,false,,699.28,8.39,46.3,753.97,66.1,false
202,1,2025-11-12 23:51:48,28289,28289,CO,card,mobile,GB,false,,80.59,7.34,5.73,93.66,16.4,true
203,1,2025-09-19 20:53:38,28289,28289,CO,paypal,mobile,US,false,,328.07,7.34,18.8,354.21,34.8,false
204,1,2025-07-15 05:20:44,28289,28289,CO,card,desktop,US,false,,234.83,13.69,12.72,261.24,25.1,false
205,1,2025-12-22 22:31:52,28289,28289,CO,card,desktop,US,true,STUDENT,796.52,8.74,69.62,874.88,79.8,false
206,1,2025-12-01 00:07:19,28289,28289,CO,card,desktop,US,true,FREESHIP,446.61,0.0,37.6,484.21,35.9,false
207,1,2025-12-01 22:15:42,28289,28289,CO,card,mobile,US,true,FREESHIP,31.59,0.0,2.39,33.98,7.4,false
208,1,2025-08-20 09:50:13,28289,28289,CO,card,mobile,US,false,,736.76,8.74,48.95,794.45,86.7,false
209,1,2025-10-06 12:25:19,28289,28289,CO,card,desktop,US,false,,436.95,8.39,35.23,480.57,50.1,false
210,1,2025-10-19 15:30:57,28289,79881,IL,card,desktop,BR,true,FREESHIP,236.17,0.0,18.38,254.55,70.5,false
211,1,2025-12-23 08:34:23,28289,28289,CO,card,tablet,US,false,,1632.84,9.09,135.54,1777.47,99.6,false
212,1,2025-12-05 03:53:20,28289,28289,CO,bank,tablet,US,true,STUDENT,310.78,8.74,25.88,345.4,13.3,false
213,1,2025-12-04 09:12:32,28289,28289,CO,paypal,mobile,US,false,,424.0,14.74,34.94,473.68,26.3,false
214,1,2025-09-30 09:30:53,28289,28289,CO,bank,desktop,US,false,,299.05,25.34,26.59,350.98,22.4,false
215,1,2025-09-29 13:46:17,28289,23787,WA,bank,desktop,CA,false,,1334.89,14.04,81.33,1430.26,99.8,false
216,1,2025-10-26 13:32:34,28289,28289,CO,card,desktop,US,false,,71.33,12.99,5.63,89.95,7.2,false
217,1,2025-09-17 17:36:55,28289,28289,CO,paypal,desktop,US,false,,95.04,6.99,6.72,108.75,10.4,false
218,1,2025-11-16 14:42:44,28289,28289,CO,card,mobile,US,false,,97.26,7.69,6.41,111.36,7.3,false
219,1,2025-10-06 16:00:57,28289,28289,CO,paypal,desktop,US,false,,868.54,9.09,72.34,949.97,88.6,false
220,1,2025-09-08 10:57:39,28289,28289,CO,paypal,desktop,US,false,,700.82,8.74,63.7,773.26,76.2,false
221,1,2025-08-13 05:44:22,28289,28289,CO,paypal,mobile,US,false,,305.69,26.04,26.49,358.22,35.2,false
222,1,2025-12-17 02:41:29,28289,81825,FL,paypal,mobile,US,false,,184.24,7.34,11.67,203.25,23.4,false
223,1,2025-09-28 04:27:29,28289,28289,CO,crypto,mobile,US,false,,598.94,8.39,39.77,647.1,93.9,false
224,1,2025-12-23 16:15:37,28289,28289,CO,paypal,desktop,US,true,VIP20,575.31,14.74,34.56,624.61,45.6,false
225,1,2025-10-14 05:26:06,28289,28289,CO,card,tablet,US,false,,95.04,6.99,5.02,107.05,13.4,false
226,1,2025-11-25 06:18:05,28289,28289,CO,card,desktop,US,false,,721.9,8.04,60.99,790.93,63.5,false
